title,author,year,journal,primary_domain,trend_topics,collections,canonical_old_path,source_txt,source_pdf,duplicate_count,warning
创新型国家导向的中国科技立法与政策：理念与体系,刘银良、吴柯苇,2021,《科技导报》2021年第21期,其他知识产权与综合治理,知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/创新型国家导向的中国科技立法与政策：理念与体系_刘银良_吴柯苇.md,txt/创新型国家导向的中国科技立法与政策：理念与体系_刘银良.txt,data/创新型国家导向的中国科技立法与政策：理念与体系_刘银良.pdf,1,
协议型商标共存的底层逻辑与制度构建——《商标法》第30条的适用和修订,孔祥俊,2025,知识产权,商标法,商业标识、地理标志与混淆,上海交大知产,papers/协议型商标共存的底层逻辑与制度构建——《商标法》第30条的适用和修订_孔祥俊.md,txt/协议型商标共存的底层逻辑与制度构建——《商标法》第30条的适用和修订_孔祥俊.txt,data/协议型商标共存的底层逻辑与制度构建——《商标法》第30条的适用和修订_孔祥俊.pdf,1,
反不正当竞争法下知识蒸馏违法性的认定,詹韫如,2025,知识产权2025年第11期,知产相关反不正当竞争,AI模型、智能体与新型客体保护,著作权法近两年,专题/著作权法近两年/papers/反不正当竞争法下知识蒸馏违法性的认定_詹韫如.md,txt/反不正当竞争法下知识蒸馏违法性的认定_詹韫如.txt,data/反不正当竞争法下知识蒸馏违法性的认定_詹韫如.pdf,1,
反不正当竞争法商业道德标准的流变与重构,孔祥俊,2025,法学家,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,上海交大知产,papers/反不正当竞争法商业道德标准的流变与重构_孔祥俊.md,txt/反不正当竞争法商业道德标准的流变与重构_孔祥俊.txt,data/反不正当竞争法商业道德标准的流变与重构_孔祥俊.pdf,1,
反不正当竞争法数据保护专款的司法适用研究,徐俊,2026,法律适用,知产相关反不正当竞争,商业数据确权与竞争法保护,反不正当竞争法,专题/反不正当竞争法/papers/反不正当竞争法数据保护专款的司法适用研究_徐俊.md,txt/反不正当竞争法数据保护专款的司法适用研究_徐俊.txt,data/反不正当竞争法数据保护专款的司法适用研究_徐俊.pdf,1,
反不正当竞争法框架内的数据权利构建——“数据保护专条”的具体设计方案,孔祥俊,2025,比较法研究,知产相关反不正当竞争,商业数据确权与竞争法保护；反不正当竞争法一般条款、商业道德与行为类型化,上海交大知产,papers/反不正当竞争法框架内的数据权利构建_孔祥俊.md,txt/反不正当竞争法框架内的数据权利构建——“数据保护专条”的具体设计方案_孔祥俊.txt,data/反不正当竞争法框架内的数据权利构建——“数据保护专条”的具体设计方案_孔祥俊.pdf,2,
《反不正当竞争法》网络条款的反思与解释——以类型化原理为中心,蒋舸,2019,中外法学,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,清华知产,papers/反不正当竞争法网络条款的反思与解释_蒋舸.md,txt/《反不正当竞争法》网络条款的反思与解释__以类型化原理为中心_蒋舸.txt,data/《反不正当竞争法》网络条款的反思与解释__以类型化原理为中心_蒋舸.pdf,1,
反不正当竞争法补充保护知识产权的有限性,孔祥俊,2023,中国法律评论,知产相关反不正当竞争,知识产权与竞争法保护边界,上海交大知产,papers/反不正当竞争法补充保护知识产权的有限性_孔祥俊.md,txt/反不正当竞争法补充保护知识产权的有限性_孔祥俊.txt,data/反不正当竞争法补充保护知识产权的有限性_孔祥俊.pdf,1,
反不正当竞争法视域下平台竞争性义务的规范构造——以“内卷式”竞争解构为视角,张晨颖,2026,法律适用,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/反不正当竞争法视域下平台竞争性义务的规范构造——以“内卷式”竞争解构为视角_张晨颖.md,txt/反不正当竞争法视域下平台竞争性义务的规范构造——以“内卷式”竞争解构为视角_张晨颖.txt,data/反不正当竞争法视域下平台竞争性义务的规范构造——以“内卷式”竞争解构为视角_张晨颖.pdf,1,
反不正当竞争法语境下的广告语保护定位,孔祥俊,2026,知识产权,知产相关反不正当竞争,商业标识、地理标志与混淆；搭便车与竞争秩序；反不正当竞争法一般条款、商业道德与行为类型化,上海交大知产,papers/反不正当竞争法语境下的广告语保护定位_孔祥俊.md,txt/反不正当竞争法语境下的广告语保护定位_孔祥俊.txt,data/反不正当竞争法语境下的广告语保护定位_孔祥俊.pdf,1,
合理使用认定中“转换性使用”的重新界定——基于“戈德史密斯案”的思考,金海军,2024,《中国版权》2024年第2期（总第134期）,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用；知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/合理使用认定中“转换性使用”的重新界定——基于“戈德史密斯案”的思考_金海军.md,txt/合理使用认定中“转换性使用”的重新界定——基于“戈德史密斯案”的思考_金海军.txt,data/合理使用认定中“转换性使用”的重新界定——基于“戈德史密斯案”的思考_金海军.pdf,1,
向应用程序商店发出侵权通知的界限——兼评“虎牙诉华纳案”,王迁,2021,版权法治研究,知识产权—著作权法,网络传播行为与平台版权责任；平台竞争与反垄断,华政王迁,papers/向应用程序商店发出侵权通知的界限——兼评“虎牙诉华纳案”_王迁.md,txt/向应用程序商店发出侵权通知的界限——兼评“虎牙诉华纳案”_王迁.txt,data/向应用程序商店发出侵权通知的界限——兼评“虎牙诉华纳案”_王迁.pdf,1,
商业数据保护的实践反思与立法展望——基于数据信息财产属性的保护路径构想,孔祥俊,2024,比较法研究,知产相关反不正当竞争,商业数据确权与竞争法保护,上海交大知产,papers/商业数据保护的实践反思与立法展望——基于数据信息财产属性的保护路径构想_孔祥俊.md,txt/商业数据保护的实践反思与立法展望——基于数据信息财产属性的保护路径构想_孔祥俊.txt,data/商业数据保护的实践反思与立法展望——基于数据信息财产属性的保护路径构想_孔祥俊.pdf,2,
商业数据权：数字时代的新型工业产权——工业产权的归入与权属界定三原则,孔祥俊,2022,比较法研究,数据法、个人信息与算法治理,商业数据确权与竞争法保护；商业秘密保护与合理获取,上海交大知产,papers/商业数据权：数字时代的新型工业产权——工业产权的归入与权属界定三原则_孔祥俊.md,txt/商业数据权：数字时代的新型工业产权——工业产权的归入与权属界定三原则_孔祥俊.txt,data/商业数据权：数字时代的新型工业产权——工业产权的归入与权属界定三原则_孔祥俊.pdf,1,
商业秘密侵权诉讼的举证责任分配,崔国斌,2020,交大法学,知产相关反不正当竞争,商业秘密保护与合理获取；知识产权救济与损害赔偿,清华知产,papers/商业秘密侵权诉讼的举证责任分配_崔国斌.md,txt/商业秘密侵权诉讼的举证责任分配_崔国斌.txt,data/商业秘密侵权诉讼的举证责任分配_崔国斌.pdf,1,
商业秘密保密措施之合理性判断标准,黎华献,2024,《中外法学》2024年第6期,知产相关反不正当竞争,商业秘密保护与合理获取,人大知产,专题/人大知产/papers/商业秘密保密措施之合理性判断标准_黎华献.md,txt/商业秘密保密措施之合理性判断标准_黎华献.txt,data/商业秘密保密措施之合理性判断标准_黎华献.pdf,1,
商业秘密保护中默示保密义务研究,黎华献,2024,《中国法学》2024年第4期,知产相关反不正当竞争,商业秘密保护与合理获取,人大知产,专题/人大知产/papers/商业秘密保护中默示保密义务研究_黎华献.md,txt/商业秘密保护中默示保密义务研究_黎华献.txt,data/商业秘密保护中默示保密义务研究_黎华献.pdf,1,
商业贿赂的不正当竞争本质,尚佳,2026,交大法学,纯反不正当竞争,商业贿赂,反不正当竞争法,专题/反不正当竞争法/papers/商业贿赂的不正当竞争本质_尚佳.md,txt/商业贿赂的不正当竞争本质_尚佳.txt,data/商业贿赂的不正当竞争本质_尚佳.pdf,1,
商品与销售方式二分视角下不正当竞争行为的类型化,侯利阳,2024,现代法学,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,反不正当竞争法,专题/反不正当竞争法/papers/商品与销售方式二分视角下不正当竞争行为的类型化_侯利阳.md,txt/商品与销售方式二分视角下不正当竞争行为的类型化_侯利阳.txt,data/商品与销售方式二分视角下不正当竞争行为的类型化_侯利阳.pdf,1,
商家在经营“剧本杀”中使用盗版的定性问题,王迁,2022,专栏,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/商家在经营“剧本杀”中使用盗版的定性问题_王迁.md,txt/商家在经营“剧本杀”中使用盗版的定性问题_王迁.txt,data/商家在经营“剧本杀”中使用盗版的定性问题_王迁.pdf,1,
商标专用权概念考辨,李琛,2022,《知识产权》2022年第1期,商标法,商业标识、地理标志与混淆,人大知产,专题/人大知产/papers/商标专用权概念考辨_李琛.md,txt/商标专用权概念考辨_李琛.txt,data/商标专用权概念考辨_李琛.pdf,1,
商标权注册取得制度的体系性理解及其制度异化的纠正,吴伟光,2019,现代法学,商标法,商业标识、地理标志与混淆,清华知产,papers/商标权注册取得制度的体系性理解及其制度异化的纠正_吴伟光.md,txt/商标权注册取得制度的体系性理解及其制度异化的纠正_吴伟光.txt,data/商标权注册取得制度的体系性理解及其制度异化的纠正_吴伟光.pdf,1,
《商标法》“其他不正当手段”条款的限用与废除——注册商标无效宣告与反“内卷式”不正当竞争的视角,孔祥俊,2025,法学评论,商标法,商标注册、使用与恶意申请；商业标识、地理标志与混淆,上海交大知产,papers/商标法其他不正当手段条款的限用与废除_孔祥俊.md,txt/《商标法》“其他不正当手段”条款的限用与废除——注册商标无效宣告与反“内卷式”不正当竞争的视角_孔祥俊.txt,data/《商标法》“其他不正当手段”条款的限用与废除——注册商标无效宣告与反“内卷式”不正当竞争的视角_孔祥俊.pdf,2,
《商标法》第4条中“不以使用为目的的恶意商标注册申请”的认定,冯术杰,2022,知识产权,商标法,商标注册、使用与恶意申请；商业标识、地理标志与混淆,清华知产,papers/商标法第4条中不以使用为目的的恶意商标注册申请的认定_冯术杰.md,txt/《商标法》第4条中“不以使用为目的的恶意商标注册申请”的认定_冯术杰.txt,data/《商标法》第4条中“不以使用为目的的恶意商标注册申请”的认定_冯术杰.pdf,1,
商标注册环节使用意图地位之反思,陈泓月,2024,中华商标协会全国高校商标热点问题征文比赛获奖作品选,商标法,商标注册、使用与恶意申请；商业标识、地理标志与混淆,清华知产,papers/商标注册环节使用意图地位之反思_陈泓月.md,txt/商标注册环节使用意图地位之反思_陈泓月.txt,data/商标注册环节使用意图地位之反思_陈泓月.pdf,1,
地名商标的可注册性探讨——以“鄂尔多斯”为例,吴汉东,2025,《中华商标》2025年第9期,商标法,商业标识、地理标志与混淆,人大知产,专题/人大知产/papers/地名商标的可注册性探讨——以“鄂尔多斯”为例_吴汉东.md,txt/地名商标的可注册性探讨——以“鄂尔多斯”为例_吴汉东.txt,data/地名商标的可注册性探讨——以“鄂尔多斯”为例_吴汉东.pdf,1,
复制权与信息网络传播权的关系,王迁,2022,湖南师范大学社会科学学报,知识产权—著作权法,网络传播行为与平台版权责任,华政王迁,papers/复制权与信息网络传播权的关系_王迁.md,txt/复制权与信息网络传播权的关系_王迁.txt,data/复制权与信息网络传播权的关系_王迁.pdf,1,
复制还是创作？——临摹成果独创性之探究,王迁,,专栏,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/复制还是创作_——临摹成果独创性之探究_王迁.md,txt/复制还是创作_——临摹成果独创性之探究_王迁.txt,data/复制还是创作_——临摹成果独创性之探究_王迁.pdf,1,
大数据技术下个人数据信息私权保护论批判,吴伟光,2016,政治与法律,数据法、个人信息与算法治理,个人信息权利与平台治理,清华知产,papers/大数据技术下个人数据信息私权保护论批判_吴伟光.md,txt/大数据技术下个人数据信息私权保护论批判_吴伟光.txt,data/大数据技术下个人数据信息私权保护论批判_吴伟光.pdf,1,
大数据有限排他权的基础理论,崔国斌,2019,法学研究,数据法、个人信息与算法治理,著作权作品、独创性与表达边界；商业数据确权与竞争法保护；知识产权基础理论与制度治理,清华知产,papers/大数据有限排他权的基础理论_崔国斌.md,txt/大数据有限排他权的基础理论_崔国斌.txt,data/大数据有限排他权的基础理论_崔国斌.pdf,1,
大模型语料训练合理使用问题研究,易继明,2024,《中国版权》2024年第6期,知识产权—著作权法,大模型训练数据的复制权、合理使用与许可；著作权限制、例外与合理使用,北大知产,专题/北大知产/papers/大模型语料训练合理使用问题研究_易继明.md,txt/大模型语料训练合理使用问题研究_易继明.txt,data/大模型语料训练合理使用问题研究_易继明.pdf,1,
大语言模型开发应用中作品使用法定许可制度研究,程迈,2026,政治与法律,知识产权—著作权法,著作权限制、例外与合理使用,著作权法近两年,专题/著作权法近两年/papers/大语言模型开发应用中作品使用法定许可制度研究_程迈.md,txt/大语言模型开发应用中作品使用法定许可制度研究_程迈.txt,data/大语言模型开发应用中作品使用法定许可制度研究_程迈.pdf,1,
如何研究新技术对法律制度提出的问题？——以研究人工智能对知识产权制度的影响为例,王迁,2019,东方法学,其他知识产权与综合治理,知识产权综合治理,华政王迁,papers/如何研究新技术对法律制度提出的问题_——以研究人工智能对知识产权制度的影响为例_王迁.md,txt/如何研究新技术对法律制度提出的问题_——以研究人工智能对知识产权制度的影响为例_王迁.txt,data/如何研究新技术对法律制度提出的问题_——以研究人工智能对知识产权制度的影响为例_王迁.pdf,1,
姓名商品化权的侵权认定思路,崔国斌,2021,清华法学,其他知识产权与综合治理,著作权作品、独创性与表达边界,清华知产,papers/姓名商品化权的侵权认定思路_崔国斌.md,txt/姓名商品化权的侵权认定思路_崔国斌.txt,data/姓名商品化权的侵权认定思路_崔国斌.pdf,1,
对《反不正当竞争法》中竞争关系的批判与重构——以立法目的、商业道德与竞争关系之间的体系性理解为视角,吴伟光,2019,当代法学,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,清华知产,papers/对《反不正当竞争法》中竞争关系的批判与重构——以立法目的、商业道德与竞争关系之间的体系性理解为视角_吴伟光.md,txt/对《反不正当竞争法》中竞争关系的批判与重构——以立法目的、商业道德与竞争关系之间的体系性理解为视角_吴伟光.txt,data/对《反不正当竞争法》中竞争关系的批判与重构——以立法目的、商业道德与竞争关系之间的体系性理解为视角_吴伟光.pdf,1,
市场力量评估中的买方势力：理论逻辑与实践展开,侯利阳、李瑾,2025,广东财经大学学报,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/市场力量评估中的买方势力：理论逻辑与实践展开_侯利阳_李瑾.md,txt/市场力量评估中的买方势力：理论逻辑与实践展开_侯利阳.txt,data/市场力量评估中的买方势力：理论逻辑与实践展开_侯利阳.pdf,1,
平台形态演变视域下垄断行为的异化与因应,侯利阳,2024,法学研究,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/平台形态演变视域下垄断行为的异化与因应_侯利阳.md,txt/平台形态演变视域下垄断行为的异化与因应_侯利阳.txt,data/平台形态演变视域下垄断行为的异化与因应_侯利阳.pdf,1,
平台组织内网络企业对个人信息保护的信义义务,吴伟光,2021,中国法学,数据法、个人信息与算法治理,个人信息权利与平台治理,清华知产,papers/平台组织内网络企业对个人信息保护的信义义务_吴伟光.md,txt/平台组织内网络企业对个人信息保护的信义义务_吴伟光.txt,data/平台组织内网络企业对个人信息保护的信义义务_吴伟光.pdf,1,
平台经济反垄断的二元分析框架,杨明,2022,《中外法学》2022年第2期,纯反不正当竞争,平台竞争与反垄断,北大知产,专题/北大知产/papers/平台经济反垄断的二元分析框架_杨明.md,txt/平台经济反垄断的二元分析框架_杨明.txt,data/平台经济反垄断的二元分析框架_杨明.pdf,1,
广播组织权与数字时代体育赛事现场直播的保护,王迁,2021,数字经济治理·体育知识产权,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/广播组织权与数字时代体育赛事现场直播的保护_王迁.md,txt/广播组织权与数字时代体育赛事现场直播的保护_王迁.txt,data/广播组织权与数字时代体育赛事现场直播的保护_王迁.pdf,1,
应用商店封闭和开放的竞争法边界,侯利阳,2025,社会科学辑刊,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/应用商店封闭和开放的竞争法边界_侯利阳.md,txt/应用商店封闭和开放的竞争法边界_侯利阳.txt,data/应用商店封闭和开放的竞争法边界_侯利阳.pdf,1,
我国涉标准必要专利的司法实践及思考,孔祥俊,2022,知识产权保护,专利法,标准必要专利、FRAND与禁诉令,上海交大知产,papers/我国涉标准必要专利的司法实践及思考_孔祥俊.md,txt/我国涉标准必要专利的司法实践及思考_孔祥俊.txt,data/我国涉标准必要专利的司法实践及思考_孔祥俊.pdf,1,
《承认和执行外国判决公约》(草案)中知识产权条款研究,王迁,2018,中国法学,其他知识产权与综合治理,知识产权综合治理,华政王迁,papers/《承认和执行外国判决公约》(草案)中知识产权条款研究_王迁.md,txt/《承认和执行外国判决公约》(草案)中知识产权条款研究_王迁.txt,data/《承认和执行外国判决公约》(草案)中知识产权条款研究_王迁.pdf,1,
技术措施保护与合理使用的冲突及法律对策,王迁,2017,法学,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,华政王迁,papers/技术措施保护与合理使用的冲突及法律对策_王迁.md,txt/技术措施保护与合理使用的冲突及法律对策_王迁.txt,data/技术措施保护与合理使用的冲突及法律对策_王迁.pdf,1,
拆分组装玩具类产品牟利行为如何定性,田宏杰、王迁、陈惠珍、房长缨,2019,人民检察,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/拆分组装玩具类产品牟利行为如何定性_庄永廉.md,txt/拆分组装玩具类产品牟利行为如何定性_庄永廉.txt,data/拆分组装玩具类产品牟利行为如何定性_庄永廉.pdf,1,
提供影视作品下载观看服务并接受会员“捐赠”的行为如何定性,王迁、于冲、孙秀丽、谢飞,2025,人民检察,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,华政王迁,papers/提供影视作品下载观看服务并接受会员“捐赠”的行为如何定性_张辉.md,txt/提供影视作品下载观看服务并接受会员“捐赠”的行为如何定性_张辉.txt,data/提供影视作品下载观看服务并接受会员“捐赠”的行为如何定性_张辉.pdf,1,
提高损害赔偿数额能否威慑专利侵权？——基于19596份裁判文书的实证分析,边仁君,2024,环球法律评论,专利法,专利侵权、救济与非实施主体；知识产权救济与损害赔偿,北大知产,专题/北大知产/papers/提高损害赔偿数额能否威慑专利侵权？——基于19596份裁判文书的实证分析_边仁君.md,txt/提高损害赔偿数额能否威慑专利侵权？——基于19596份裁判文书的实证分析_边仁君.txt,data/提高损害赔偿数额能否威慑专利侵权？——基于19596份裁判文书的实证分析_边仁君.pdf,1,
“搭便车”的竞争法规制,冯术杰,2019,清华法学,知产相关反不正当竞争,商业标识、地理标志与混淆；搭便车与竞争秩序,清华知产,papers/搭便车的竞争法规制_冯术杰.md,txt/“搭便车”的竞争法规制_冯术杰.txt,data/“搭便车”的竞争法规制_冯术杰.pdf,2,
“操作方法”在电子游戏规则著作权法定位中的应用,胡滨斌,2026,上海交通大学学报（哲学社会科学版）,知识产权—著作权法,著作权作品、独创性与表达边界,著作权法近两年,专题/著作权法近两年/papers/“操作方法”在电子游戏规则著作权法定位中的应用_胡滨斌.md,txt/“操作方法”在电子游戏规则著作权法定位中的应用_胡滨斌.txt,data/“操作方法”在电子游戏规则著作权法定位中的应用_胡滨斌.pdf,1,
教辅图书引用教科书中作品构成合理使用的判断——评《西部畅想》著作权侵权纠纷案,王迁,,专栏,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,华政王迁,papers/教辅图书引用教科书中作品构成合理使用的判断——评《西部畅想》著作权侵权纠纷案_王迁.md,txt/教辅图书引用教科书中作品构成合理使用的判断——评《西部畅想》著作权侵权纠纷案_王迁.txt,data/教辅图书引用教科书中作品构成合理使用的判断——评《西部畅想》著作权侵权纠纷案_王迁.pdf,1,
数字平台“内卷式”竞争的生成机理与竞争法因应,朱公欢,2026,深圳大学学报（人文社会科学版）,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/数字平台“内卷式”竞争的生成机理与竞争法因应_朱公欢.md,txt/数字平台“内卷式”竞争的生成机理与竞争法因应_朱公欢.txt,data/数字平台“内卷式”竞争的生成机理与竞争法因应_朱公欢.pdf,1,
“数字经济下知识产权与竞争司法保护研讨会”专家发言稿,靳学军、易继明等,2022,,知产相关反不正当竞争,商业数据确权与竞争法保护；平台竞争与反垄断,北大知产,专题/北大知产/papers/“数字经济下知识产权与竞争司法保护研讨会”专家发言稿_靳学军_易继明等.md,txt/“数字经济下知识产权与竞争司法保护研讨会”专家发言稿_靳学军.txt,data/“数字经济下知识产权与竞争司法保护研讨会”专家发言稿_靳学军.pdf,1,原始PDF文字层异常；本笔记依据63页逐页OCR复核。原文未设摘要和关键词，材料刊物及正式发表年份未能从原文确认；year仅据会议召开时间2022年填写。
数据产权制度构建与治理规则体系,杨东、高富平、王锡锌、熊丙万、刘诚,2026,《数字法治》2026年第1期,数据法、个人信息与算法治理,个人信息权利与平台治理,人大知产,专题/人大知产/papers/数据产权制度构建与治理规则体系_杨东等.md,txt/数据产权制度构建与治理规则体系_杨东.txt,data/数据产权制度构建与治理规则体系_杨东.pdf,1,原文为圆桌论坛，未设置正式摘要与关键词；author已记录主持人杨东及全部与谈人高富平、王锡锌、熊丙万、刘诚。
数据利用的合法性来源与数据产品的权利归属——兼评最高人民法院指导性案例264号,姚佳,2026,法律适用,数据法、个人信息与算法治理,著作权作品、独创性与表达边界；商业数据确权与竞争法保护；知识产权救济与损害赔偿,反不正当竞争法,专题/反不正当竞争法/papers/数据利用的合法性来源与数据产品的权利归属——兼评最高人民法院指导性案例264号_姚佳.md,txt/数据利用的合法性来源与数据产品的权利归属——兼评最高人民法院指导性案例264号_姚佳.txt,data/数据利用的合法性来源与数据产品的权利归属——兼评最高人民法院指导性案例264号_姚佳.pdf,1,
数据知识产权赋权理论之质疑,胡开忠,2025,法学,知产相关反不正当竞争,商业数据确权与竞争法保护,上海交大知产,papers/数据知识产权赋权理论之质疑_胡开忠.md,txt/数据知识产权赋权理论之质疑_胡开忠.txt,data/数据知识产权赋权理论之质疑_胡开忠.pdf,1,
数据驱动竞争规制的基本认知与方法论,杨明,2021,《上海交通大学学报（哲学社会科学版）》2021年第3期,知产相关反不正当竞争,搭便车与竞争秩序；平台竞争与反垄断,北大知产,专题/北大知产/papers/数据驱动竞争规制的基本认知与方法论_杨明.md,txt/数据驱动竞争规制的基本认知与方法论_杨明.txt,data/数据驱动竞争规制的基本认知与方法论_杨明.pdf,1,
文学角色借用的文化价值与法律评价——兼评“金庸诉江南案”判决,李琛,2024,《中国版权》2024年第2期（总第134期）,知产相关反不正当竞争,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,人大知产,专题/人大知产/papers/文学角色借用的文化价值与法律评价——兼评“金庸诉江南案”判决_李琛.md,txt/文学角色借用的文化价值与法律评价——兼评“金庸诉江南案”判决_李琛.txt,data/文学角色借用的文化价值与法律评价——兼评“金庸诉江南案”判决_李琛.pdf,1,
文学角色的版权保护：以“金庸诉江南案”为例,刘银良,2024,《中国版权》2024年第1期,知识产权—著作权法,著作权作品、独创性与表达边界,北大知产,专题/北大知产/papers/文学角色的版权保护：以“金庸诉江南案”为例_刘银良.md,txt/文学角色的版权保护：以“金庸诉江南案”为例_刘银良.txt,data/文学角色的版权保护：以“金庸诉江南案”为例_刘银良.pdf,1,
文本与诠释的互动：回顾《著作权法》三十年的新视角,李琛,2020,《知识产权》2020年第8期,知识产权—著作权法,知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/文本与诠释的互动：回顾《著作权法》三十年的新视角_李琛.md,txt/文本与诠释的互动：回顾《著作权法》三十年的新视角_李琛.txt,data/文本与诠释的互动：回顾《著作权法》三十年的新视角_李琛.pdf,1,
新反不正当竞争法中平台用户数据保护的法律适用研究,林新宇,2026,法律适用,知产相关反不正当竞争,知识产权救济与损害赔偿,反不正当竞争法,专题/反不正当竞争法/papers/新反不正当竞争法中平台用户数据保护的法律适用研究_林新宇.md,txt/新反不正当竞争法中平台用户数据保护的法律适用研究_林新宇.txt,data/新反不正当竞争法中平台用户数据保护的法律适用研究_林新宇.pdf,1,
新酒入旧瓶：企业数据保护的商业秘密路径,崔国斌,2023,政治与法律,知产相关反不正当竞争,商业数据确权与竞争法保护；商业秘密保护与合理获取,清华知产,papers/新酒入旧瓶：企业数据保护的商业秘密路径_崔国斌.md,txt/新酒入旧瓶：企业数据保护的商业秘密路径_崔国斌.txt,data/新酒入旧瓶：企业数据保护的商业秘密路径_崔国斌.pdf,1,
智能体交互的反不正当竞争法规制研究,冯晓青、张云蔚,2026,知识产权,知产相关反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化；AI模型、智能体与新型客体保护,反不正当竞争法,专题/反不正当竞争法/papers/智能体交互的反不正当竞争法规制研究_冯晓青_张云蔚.md,txt/智能体交互的反不正当竞争法规制研究_冯晓青.txt,data/智能体交互的反不正当竞争法规制研究_冯晓青.pdf,1,
替代成本视角下商业秘密法的理论解构,崔国斌,2025,政治与法律,知产相关反不正当竞争,商业秘密保护与合理获取；知识产权救济与损害赔偿,清华知产,papers/替代成本视角下商业秘密法的理论解构_崔国斌.md,txt/替代成本视角下商业秘密法的理论解构_崔国斌.txt,data/替代成本视角下商业秘密法的理论解构_崔国斌.pdf,1,
机器学习生命周期中的著作权法因应,张嘉林,2025,法学论坛,知识产权—著作权法,平台过滤义务、避风港与通知移除,著作权法近两年,专题/著作权法近两年/papers/机器学习生命周期中的著作权法因应_张嘉林.md,txt/机器学习生命周期中的著作权法因应_张嘉林.txt,data/机器学习生命周期中的著作权法因应_张嘉林.pdf,1,
机器窃书为雅罪？———人工智能生成内容著作权侵权认定及风险纾解,姚叶,2025,暨南学报（哲学社会科学版）,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界；著作权限制、例外与合理使用,著作权法近两年,专题/著作权法近两年/papers/机器窃书为雅罪_——人工智能生成内容著作权侵权认定及风险纾解_姚叶.md,txt/机器窃书为雅罪_——人工智能生成内容著作权侵权认定及风险纾解_姚叶.txt,data/机器窃书为雅罪_——人工智能生成内容著作权侵权认定及风险纾解_姚叶.pdf,1,
构建公权与私权相结合的大数据技术规治体系,吴伟光,2019,网络信息法学研究,数据法、个人信息与算法治理,商业数据确权与竞争法保护,清华知产,papers/构建公权与私权相结合的大数据技术规治体系_吴伟光.md,txt/构建公权与私权相结合的大数据技术规治体系_吴伟光.txt,data/构建公权与私权相结合的大数据技术规治体系_吴伟光.pdf,1,
构建网络经济中的民事新权利：代码空间权,吴伟光,2018,政治与法律,数据法、个人信息与算法治理,商业数据确权与竞争法保护；算法治理与数字人格,清华知产,papers/构建网络经济中的民事新权利_代码空间权_吴伟光.md,txt/构建网络经济中的民事新权利_代码空间权_吴伟光.txt,data/构建网络经济中的民事新权利_代码空间权_吴伟光.pdf,1,
标准必要专利权人选择许可环节的自由,崔国斌,2024,知识产权,专利法,平台竞争与反垄断；标准必要专利、FRAND与禁诉令,清华知产,papers/标准必要专利权人选择许可环节的自由_崔国斌.md,txt/标准必要专利权人选择许可环节的自由_崔国斌.txt,data/标准必要专利权人选择许可环节的自由_崔国斌.pdf,1,
标准必要专利诉讼中禁诉令的适用,崔国斌,2023,知识产权,专利法,标准必要专利、FRAND与禁诉令；知识产权基础理论与制度治理,清华知产,papers/标准必要专利诉讼中禁诉令的适用_崔国斌-2.md,txt/标准必要专利诉讼中禁诉令的适用_崔国斌-2.txt,data/标准必要专利诉讼中禁诉令的适用_崔国斌-2.pdf,1,
民间文学艺术作品的类型化与保护路径,刘银良,2024,《北大知识产权评论（2022—2023年卷）》,知识产权—著作权法,传统文化、公共健康与国际规则,北大知产,专题/北大知产/papers/民间文学艺术作品的类型化与保护路径_刘银良.md,txt/民间文学艺术作品的类型化与保护路径_刘银良.txt,data/民间文学艺术作品的类型化与保护路径_刘银良.pdf,1,
